iter	MultiClass
5277	0.4230121415
5278	0.4229983178
5279	0.4229914494
5280	0.4229846245
5281	0.4229764085
5282	0.4229723657
5283	0.4229668449
5284	0.4229558033
5285	0.422946544
5286	0.4229410667
5287	0.422925678
5288	0.4229162883
5289	0.4229083331
5290	0.4229060726
5291	0.4228977262
5292	0.4228934661
5293	0.4228865542
5294	0.4228821637
5295	0.4228739477
5296	0.4228591241
5297	0.422853386
5298	0.4228439963
5299	0.4228350413
5300	0.4228226956
5301	0.4228104368
5302	0.4228012644
5303	0.4227867452
5304	0.4227789204
5305	0.4227746603
5306	0.4227640099
5307	0.4227605757
5308	0.4227472302
5309	0.4227324066
5310	0.4227260164
5311	0.4227173657
5312	0.4227131491
5313	0.4227053243
5314	0.422693109
5315	0.4226887184
5316	0.4226791114
5317	0.4226737645
5318	0.4226656354
5319	0.4226545504
5320	0.4226499424
5321	0.4226448998
5322	0.4226313369
5323	0.4226244685
5324	0.4226202084
5325	0.4226115142
5326	0.422605863
5327	0.4226012551
5328	0.4225908656
5329	0.4225822149
5330	0.4225718688
5331	0.422563392
5332	0.4225531329
5333	0.4225470904
5334	0.4225402655
5335	0.4225304411
5336	0.4225217904
5337	0.4225121399
5338	0.4225068364
5339	0.4224979684
5340	0.4224911435
5341	0.4224781022
5342	0.4224727988
5343	0.4224636264
5344	0.4224455426
5345	0.4224340663
5346	0.4224224595
5347	0.4224107659
5348	0.4224062884
5349	0.4223962901
5350	0.4223833358
5351	0.4223693382
5352	0.4223659909
5353	0.4223583401
5354	0.422353993
5355	0.4223516021
5356	0.4223455162
5357	0.422336735
5358	0.4223325184
5359	0.422324911
5360	0.4223188251
5361	0.4223153039
5362	0.422305523
5363	0.4222912211
5364	0.4222857437
5365	0.4222807446
5366	0.4222767453
5367	0.4222684858
5368	0.4222635301
5369	0.422257792
5370	0.4222527494
5371	0.4222477502
5372	0.4222407514
5373	0.4222367086
5374	0.4222280579
5375	0.4222146255
5376	0.4222081918
5377	0.42219815
5378	0.4221894993
5379	0.422182457
5380	0.4221768058
5381	0.4221670684
5382	0.422160939
5383	0.4221573744
5384	0.4221425508
5385	0.4221327264
5386	0.4221226412
5387	0.4221143817
5388	0.4221078611
5389	0.4220949502
5390	0.4220906901
5391	0.4220861256
5392	0.4220753449
5393	0.4220635643
5394	0.4220557395
5395	0.4220432634
5396	0.4220361777
5397	0.4220320479
5398	0.4220239623
5399	0.4220137467
5400	0.4220078781
5401	0.4219989666
5402	0.4219840126
5403	0.4219735796
5404	0.4219658418
5405	0.4219613209
5406	0.4219515399
5407	0.4219467147
5408	0.4219409765
5409	0.4219340646
5410	0.4219252401
5411	0.4219183717
5412	0.4219096775
5413	0.4219029395
5414	0.4218937237
5415	0.4218843775
5416	0.4218753355
5417	0.421864946
5418	0.4218577733
5419	0.4218507745
5420	0.4218398633
5421	0.4218276046
5422	0.4218225185
5423	0.4218140851
5424	0.4218069124
5425	0.4218031739
5426	0.4217880461
5427	0.4217779174
5428	0.4217660498
5429	0.4217593988
5430	0.4217470966
5431	0.4217395761
5432	0.4217331424
5433	0.421720362
5434	0.4217118852
5435	0.4217044082
5436	0.4216966704
5437	0.4216904106
5438	0.4216818468
5439	0.4216720659
5440	0.4216678057
5441	0.4216604157
5442	0.421654069
5443	0.4216498088
5444	0.4216446793
5445	0.4216382021
5446	0.4216318119
5447	0.4216144236
5448	0.4216082072
5449	0.4215986436
5450	0.4215898625
5451	0.4215860371
5452	0.4215783862
5453	0.4215722134
5454	0.4215671273
5455	0.421563867
5456	0.4215579115
5457	0.4215524341
5458	0.4215336982
5459	0.4215237869
5460	0.4215143972
5461	0.4215049205
5462	0.4215025296
5463	0.4214927052
5464	0.4214880538
5465	0.4214767514
5466	0.4214688832
5467	0.421461015
5468	0.4214536249
5469	0.4214504081
5470	0.4214446699
5471	0.421439323
5472	0.4214283684
5473	0.4214232388
5474	0.4214107627
5475	0.421402025
5476	0.4213977649
5477	0.4213858539
5478	0.421376725
5479	0.4213633795
5480	0.4213599887
5481	0.4213549461
5482	0.4213501208
5483	0.421343122
5484	0.4213388619
5485	0.4213305155
5486	0.4213209954
5487	0.4213129533
5488	0.4213062588
5489	0.421301477
5490	0.421293261
5491	0.4212810891
5492	0.4212711343
5493	0.4212639182
5494	0.421253746
5495	0.4212495728
5496	0.4212392267
5497	0.4212320106
5498	0.4212214472
5499	0.4212161872
5500	0.4212064932
5501	0.421198538
5502	0.4211957994
5503	0.4211861923
5504	0.4211816279
5505	0.4211740205
5506	0.421167326
5507	0.4211609357
5508	0.4211463295
5509	0.4211440256
5510	0.4211328536
5511	0.4211206817
5512	0.4211129439
5513	0.4211038151
5514	0.4210976422
5515	0.4210950774
5516	0.4210889046
5517	0.4210817319
5518	0.4210759937
5519	0.4210716901
5520	0.421059127
5521	0.4210503459
5522	0.4210467378
5523	0.4210421734
5524	0.4210370439
5525	0.4210309579
5526	0.4210257849
5527	0.4210201772
5528	0.4210110918
5529	0.4210065273
5530	0.4209977027
5531	0.4209904431
5532	0.4209862699
5533	0.4209819663
5534	0.4209781409
5535	0.4209719245
5536	0.4209575357
5537	0.4209513194
5538	0.4209433642
5539	0.4209367132
5540	0.4209298013
5541	0.4209245848
5542	0.4209200638
5543	0.4209118478
5544	0.4209072399
5545	0.4209001542
5546	0.4208882866
5547	0.4208834614
5548	0.4208766364
5549	0.4208674641
5550	0.4208611174
5551	0.4208532057
5552	0.4208453374
5553	0.4208343828
5554	0.4208261233
5555	0.4208195592
5556	0.4208162989
5557	0.4208055616
5558	0.4208038228
5559	0.4208001278
5560	0.4207985193
5561	0.4207949982
5562	0.4207890862
5563	0.4207795226
5564	0.420771524
5565	0.4207666552
5566	0.4207590478
5567	0.4207501798
5568	0.4207474846
5569	0.4207372689
5570	0.4207243581
5571	0.4207197067
5572	0.4207147945
5573	0.4207082739
5574	0.4207029704
5575	0.4206969715
5576	0.4206943197
5577	0.4206874948
5578	0.420676801
5579	0.4206727147
5580	0.4206607168
5581	0.420655935
5582	0.4206464583
5583	0.4206370686
5584	0.4206245056
5585	0.4206190717
5586	0.4206154636
5587	0.420605987
5588	0.4206024224
5589	0.4205957279
5590	0.4205874684
5591	0.4205833387
5592	0.4205749923
5593	0.4205667328
5594	0.4205572562
5595	0.4205465624
5596	0.4205393897
5597	0.4205368684
5598	0.4205257398
5599	0.4205218274
5600	0.4205153068
5601	0.4205107424
5602	0.4205061779
5603	0.4204948321
5604	0.4204870508
5605	0.4204808779
5606	0.4204769221
5607	0.4204704884
5608	0.4204587947
5609	0.4204541433
5610	0.4204476662
5611	0.4204369289
5612	0.4204282782
5613	0.4204173235
5614	0.420406195
5615	0.4203932842
5616	0.4203853725
5617	0.4203709402
5618	0.4203651585
5619	0.4203551602
5620	0.4203504654
5621	0.4203446403
5622	0.420325774
5623	0.42031608
5624	0.4203082552
5625	0.4202992133
5626	0.4202884325
5627	0.4202817815
5628	0.4202769997
5629	0.420267523
5630	0.4202592201
5631	0.4202491349
5632	0.420245266
5633	0.4202403972
5634	0.4202353111
5635	0.4202254433
5636	0.4202208788
5637	0.4202100111
5638	0.4202032297
5639	0.4201939269
5640	0.4201848415
5641	0.4201799728
5642	0.4201733652
5643	0.4201669315
5644	0.4201652361
5645	0.4201559334
5646	0.4201456308
5647	0.4201298943
5648	0.4201172443
5649	0.4201123321
5650	0.420108724
5651	0.4200991605
5652	0.4200882493
5653	0.4200805984
5654	0.4200725128
5655	0.4200580805
5656	0.4200526467
5657	0.420042518
5658	0.4200312155
5659	0.4200281291
5660	0.4200161312
5661	0.4200048722
5662	0.4200019597
5663	0.4199941349
5664	0.4199883098
5665	0.4199770074
5666	0.419968661
5667	0.4199609667
5668	0.4199527941
5669	0.4199433175
5670	0.4199354058
5671	0.4199303632
5672	0.4199262769
5673	0.4199180175
5674	0.4199095841
5675	0.4199074106
5676	0.4199011073
5677	0.4198938912
5678	0.4198868489
5679	0.4198728947
5680	0.4198646788
5681	0.4198586798
5682	0.4198438127
5683	0.4198350751
5684	0.4198252942
5685	0.419818078
5686	0.4198100794
5687	0.419800255
5688	0.419786779
5689	0.4197743463
5690	0.4197698688
5691	0.4197574797
5692	0.4197407869
5693	0.4197379178
5694	0.4197252243
5695	0.4197185298
5696	0.4197088358
5697	0.4197025325
5698	0.4196967509
5699	0.4196929689
5700	0.419686144
5701	0.4196841009
5702	0.419669712
5703	0.419664539
5704	0.4196574967
5705	0.4196521498
5706	0.419646629
5707	0.4196381087
5708	0.41963324
5709	0.4196201118
5710	0.4196123305
5711	0.4196008977
5712	0.4195944205
5713	0.419585509
5714	0.4195735545
5715	0.4195703377
5716	0.4195652516
5717	0.4195563835
5718	0.4195504715
5719	0.4195394299
5720	0.4195294751
5721	0.4195271711
5722	0.4195201289
5723	0.4195103914
5724	0.4195034795
5725	0.41949835
5726	0.4194895254
5727	0.4194840915
5728	0.419474528
5729	0.4194626604
5730	0.4194575309
5731	0.4194506625
5732	0.4194451417
5733	0.4194352303
5734	0.4194299269
5735	0.4194195808
5736	0.4194150598
5737	0.4194110171
5738	0.4194062787
5739	0.4194001928
5740	0.4193944112
5741	0.4193878471
5742	0.4193818481
5743	0.4193725019
5744	0.4193653292
5745	0.419355896
5746	0.4193521575
5747	0.4193375948
5748	0.4193298135
5749	0.4193222931
5750	0.419316381
5751	0.4193090345
5752	0.4193069479
5753	0.4192987319
5754	0.4192880815
5755	0.4192817782
5756	0.4192743447
5757	0.4192654332
5758	0.4192599559
5759	0.419253044
5760	0.4192504358
5761	0.4192438717
5762	0.4192379596
5763	0.4192336995
5764	0.4192221363
5765	0.4192168763
5766	0.4192092689
5767	0.4192028352
5768	0.4191935324
5769	0.4191848383
5770	0.4191733185
5771	0.4191647982
5772	0.4191593209
5773	0.4191428889
5774	0.4191312387
5775	0.419122675
5776	0.4191096337
5777	0.4191021133
5778	0.4190964621
5779	0.419090637
5780	0.4190782912
5781	0.4190720314
5782	0.4190702926
5783	0.4190622505
5784	0.4190526
5785	0.4190472096
5786	0.4190419496
5787	0.4190358637
5788	0.4190265609
5789	0.4190215618
5790	0.4190127372
5791	0.4190043473
5792	0.4189924363
5793	0.418980308
5794	0.4189748306
5795	0.4189673971
5796	0.4189610504
5797	0.4189479657
5798	0.4189417928
5799	0.4189306643
5800	0.4189247957
5801	0.4189151017
5802	0.4189103634
5803	0.4189051904
5804	0.4189015823
5805	0.4188994957
5806	0.4188932793
5807	0.4188893235
5808	0.4188801946
5809	0.4188764127
5810	0.4188680663
5811	0.418857329
5812	0.4188492434
5813	0.4188378975
5814	0.418828247
5815	0.4188207265
5816	0.4188047292
5817	0.4187979478
5818	0.4187927313
5819	0.4187826461
5820	0.4187751691
5821	0.4187668227
5822	0.4187560419
5823	0.418750695
5824	0.4187440874
5825	0.4187404793
5826	0.4187344369
5827	0.4187266991
5828	0.4187230041
5829	0.4187176137
5830	0.4187099628
5831	0.4187022685
5832	0.4186965303
5833	0.4186863581
5834	0.4186819241
5835	0.4186743167
5836	0.4186605365
5837	0.4186523639
5838	0.4186452782
5839	0.418641105
5840	0.418637323
5841	0.4186328021
5842	0.4186218909
5843	0.4186190653
5844	0.4186123708
5845	0.4185985036
5846	0.4185936783
5847	0.4185925046
5848	0.4185891573
5849	0.4185803328
5850	0.4185752901
5851	0.4185666395
5852	0.4185592059
5853	0.4185528592
5854	0.4185423827
5855	0.4185355578
5856	0.4185291676
5857	0.4185240815
5858	0.4185087798
5859	0.4184949995
5860	0.4184866531
5861	0.4184846534
5862	0.4184746117
5863	0.4184695691
5864	0.4184635701
5865	0.4184563539
5866	0.4184537457
5867	0.4184423128
5868	0.4184262286
5869	0.41841823
5870	0.4184132743
5871	0.4184027109
5872	0.4184000157
5873	0.4183854965
5874	0.4183743245
5875	0.418364587
5876	0.418354893
5877	0.4183415474
5878	0.4183373308
5879	0.4183289409
5880	0.4183134218
5881	0.418299772
5882	0.4182949032
5883	0.4182873828
5884	0.4182834269
5885	0.4182795145
5886	0.418269864
5887	0.4182605178
5888	0.4182516932
5889	0.4182428686
5890	0.4182370435
5891	0.4182305229
5892	0.4182262193
5893	0.4182223504
5894	0.4182076138
5895	0.418202832
5896	0.4181949638
5897	0.4181868347
5898	0.4181757931
5899	0.418170707
5900	0.4181576658
5901	0.4181535361
5902	0.4181403209
5903	0.418134235
5904	0.4181278883
5905	0.4181221501
5906	0.4181129343
5907	0.4181060224
5908	0.4180951547
5909	0.4180852868
5910	0.4180748538
5911	0.4180698982
5912	0.4180607693
5913	0.4180551615
5914	0.4180390773
5915	0.4180322524
5916	0.4180184722
5917	0.4180074306
5918	0.4180010403
5919	0.4179941285
5920	0.4179904769
5921	0.417987347
5922	0.4179779573
5923	0.4179710455
5924	0.4179591779
5925	0.4179554394
5926	0.417946354
5927	0.417935269
5928	0.4179201411
5929	0.4179123598
5930	0.4179036222
5931	0.4179006227
5932	0.4178973624
5933	0.4178910591
5934	0.4178882335
5935	0.4178805392
5936	0.4178788873
5937	0.4178699323
5938	0.4178664112
5939	0.4178623684
5940	0.4178551087
5941	0.4178497618
5942	0.4178389811
5943	0.4178298956
5944	0.4178256355
5945	0.4178200712
5946	0.41781442
5947	0.4178108989
5948	0.417805465
5949	0.4177959884
5950	0.4177864683
5951	0.4177792956
5952	0.4177669064
5953	0.4177555605
5954	0.4177487356
5955	0.4177352596
5956	0.4177303909
5957	0.4177211316
5958	0.4177105682
5959	0.4177035694
5960	0.4176931799
5961	0.4176832685
5962	0.4176768783
5963	0.4176689231
5964	0.4176616635
5965	0.4176567513
5966	0.4176444925
5967	0.4176387109
5968	0.4176314078
5969	0.4176240177
5970	0.4176162365
5971	0.4176082813
5972	0.4176011956
5973	0.4175934143
5974	0.4175842419
5975	0.4175724613
5976	0.4175642019
5977	0.4175578117
5978	0.4175515519
5979	0.4175442488
5980	0.4175365979
5981	0.4175206876
5982	0.4175154711
5983	0.4175032123
5984	0.4174938226
5985	0.4174870411
5986	0.4174825202
5987	0.4174686095
5988	0.41746035
5989	0.4174534382
5990	0.4174510038
5991	0.4174437876
5992	0.4174358759
5993	0.4174245735
5994	0.4174193136
5995	0.4174121843
5996	0.4174045769
5997	0.4173972304
5998	0.4173895795
5999	0.4173818852
6000	0.4173788857
6001	0.4173718434
6002	0.417366453
6003	0.4173620625
6004	0.4173530205
6005	0.4173375449
6006	0.4173289377
6007	0.417318722
6008	0.4173089846
6009	0.4173014641
6010	0.4172975083
6011	0.4172900313
6012	0.4172772943
6013	0.417268861
6014	0.4172600364
6015	0.4172555589
6016	0.4172485601
6017	0.4172449085
6018	0.4172382575
6019	0.4172339104
6020	0.4172258248
6021	0.4172194346
6022	0.4172120011
6023	0.4172082192
6024	0.4172010899
6025	0.4171932217
6026	0.4171834842
6027	0.417171921
6028	0.4171604882
6029	0.4171541414
6030	0.4171477077
6031	0.4171425347
6032	0.4171373617
6033	0.4171344491
6034	0.4171284067
6035	0.4171211036
6036	0.4171178867
6037	0.4171115835
6038	0.4171024981
6039	0.4170943256
6040	0.4170899785
6041	0.4170784587
6042	0.4170730248
6043	0.4170693298
6044	0.4170641133
6045	0.4170576362
6046	0.4170537673
6047	0.4170408999
6048	0.417036205
6049	0.4170214684
6050	0.4170122961
6051	0.4170075578
6052	0.4169928211
6053	0.4169841704
6054	0.4169757371
6055	0.4169700424
6056	0.4169679123
6057	0.4169607397
6058	0.4169548711
6059	0.4169487852
6060	0.4169452206
6061	0.4169377871
6062	0.4169304405
6063	0.4169219202
6064	0.4169129217
6065	0.4169046623
6066	0.4168989241
6067	0.4168949248
6068	0.416890969
6069	0.4168806664
6070	0.4168733198
6071	0.4168624956
6072	0.4168501064
6073	0.4168442813
6074	0.4168371521
6075	0.4168306314
6076	0.4168274146
6077	0.4168147211
6078	0.4167965938
6079	0.4167915077
6080	0.4167871606
6081	0.4167754235
6082	0.4167707721
6083	0.4167595566
6084	0.4167546879
6085	0.416751471
6086	0.416740386
6087	0.4167376038
6088	0.4167276055
6089	0.4167233454
6090	0.4167158684
6091	0.4167091739
6092	0.4167050876
6093	0.4167006536
6094	0.4166892208
6095	0.4166840478
6096	0.4166743972
6097	0.4166619646
6098	0.4166560091
6099	0.4166484017
6100	0.4166423592
6101	0.4166363168
6102	0.4166298396
6103	0.4166213193
6104	0.4166167114
6105	0.4166078868
6106	0.4165969757
6107	0.416591933
6108	0.4165863253
6109	0.416577805
6110	0.4165740231
6111	0.4165615469
6112	0.4165575476
6113	0.4165500706
6114	0.4165437674
6115	0.4165363773
6116	0.4165265964
6117	0.4165204235
6118	0.4165095123
6119	0.4165037742
6120	0.4164973405
6121	0.4164924718
6122	0.4164827778
6123	0.416475779
6124	0.4164661719
6125	0.4164544782
6126	0.4164496965
6127	0.4164430889
6128	0.4164308736
6129	0.4164187887
6130	0.4164125724
6131	0.4164058778
6132	0.4164019655
6133	0.4163940103
6134	0.4163864029
6135	0.4163781
6136	0.4163678843
6137	0.4163642763
6138	0.4163567123
6139	0.4163464097
6140	0.4163418888
6141	0.4163343248
6142	0.4163269348
6143	0.4163181972
6144	0.4163117635
6145	0.416303504
6146	0.4162948968
6147	0.4162874633
6148	0.4162792908
6149	0.4162726832
6150	0.4162627718
6151	0.416258816
6152	0.4162506
6153	0.4162427753
6154	0.4162378196
6155	0.4162344289
6156	0.4162242567
6157	0.4162146931
6158	0.4162080855
6159	0.4161933489
6160	0.4161883498
6161	0.4161796991
6162	0.4161749173
6163	0.4161718308
6164	0.4161609197
6165	0.4161538774
6166	0.4161473568
6167	0.4161363586
6168	0.4161295772
6169	0.4161168837
6170	0.4161122323
6171	0.41610519
6172	0.4160951483
6173	0.4160828895
6174	0.4160740649
6175	0.4160661098
6176	0.416059024
6177	0.4160520687
6178	0.416042679
6179	0.4160355063
6180	0.4160271599
6181	0.4160228563
6182	0.4160141186
6183	0.4160093368
6184	0.416003164
6185	0.4159933396
6186	0.415989036
6187	0.4159785595
6188	0.4159691698
6189	0.4159611277
6190	0.4159567806
6191	0.4159506512
6192	0.4159406094
6193	0.4159329151
6194	0.4159250034
6195	0.4159187871
6196	0.4159102233
6197	0.4159060936
6198	0.4158990513
6199	0.4158960084
6200	0.4158864882
6201	0.4158783592
6202	0.4158673611
6203	0.4158577975
6204	0.4158546241
6205	0.4158483208
6206	0.415845104
6207	0.4158388877
6208	0.4158337581
6209	0.4158261507
6210	0.4158238033
6211	0.4158138919
6212	0.4158052847
6213	0.4157954168
6214	0.4157905916
6215	0.4157813323
6216	0.4157680302
6217	0.4157612053
6218	0.4157560323
6219	0.4157507723
6220	0.4157345142
6221	0.4157248202
6222	0.4157193429
6223	0.4157145611
6224	0.4157024327
6225	0.4156978683
6226	0.4156921736
6227	0.4156886959
6228	0.4156809146
6229	0.4156709598
6230	0.415664787
6231	0.4156600052
6232	0.4156539627
6233	0.4156484854
6234	0.4156398347
6235	0.415628967
6236	0.4156261414
6237	0.4156107092
6238	0.415605884
6239	0.4155967986
6240	0.4155918429
6241	0.4155767585
6242	0.4155690642
6243	0.4155621523
6244	0.4155552404
6245	0.4155471983
6246	0.4155391128
6247	0.4155269409
6248	0.4155229416
6249	0.4155174208
6250	0.4155130303
6251	0.4155056402
6252	0.4155019452
6253	0.4154914252
6254	0.4154850785
6255	0.4154735587
6256	0.415466473
6257	0.4154611695
6258	0.4154511712
6259	0.4154390429
6260	0.4154327396
6261	0.4154266972
6262	0.4154193941
6263	0.4154111346
6264	0.4154057877
6265	0.4154024404
6266	0.41539492
6267	0.4153902686
6268	0.4153795748
6269	0.4153744017
6270	0.4153705328
6271	0.4153634906
6272	0.415354579
6273	0.4153438417
6274	0.4153349737
6275	0.4153268446
6276	0.4153113256
6277	0.4153015011
6278	0.4152968932
6279	0.4152857212
6280	0.4152773748
6281	0.4152694197
6282	0.4152612906
6283	0.4152556829
6284	0.4152462497
6285	0.4152371208
6286	0.4152329911
6287	0.4152236883
6288	0.4152178198
6289	0.4152083431
6290	0.4152024746
6291	0.4151938239
6292	0.4151880422
6293	0.4151773484
6294	0.4151720885
6295	0.4151636986
6296	0.4151580908
6297	0.4151524396
6298	0.4151371814
6299	0.4151213145
6300	0.415112316
6301	0.4151085776
6302	0.4151001442
6303	0.4150929281
6304	0.4150887983
6305	0.4150824516
6306	0.4150738878
6307	0.4150697581
6308	0.4150608466
6309	0.4150564125
6310	0.4150519785
6311	0.4150421106
6312	0.41503559
6313	0.4150296345
6314	0.415025157
6315	0.4150106377
6316	0.4150027261
6317	0.41499238
6318	0.4149887284
6319	0.4149827295
6320	0.4149801647
6321	0.414967732
6322	0.4149585597
6323	0.4149525172
6324	0.4149406932
6325	0.4149309557
6326	0.4149202184
6327	0.4149135674
6328	0.4149064381
6329	0.4149006565
6330	0.4148971789
6331	0.414887311
6332	0.4148760955
6333	0.4148684446
6334	0.4148563163
6335	0.4148484046
6336	0.4148411015
6337	0.4148301033
6338	0.4148241478
6339	0.4148163231
6340	0.4148118021
6341	0.4148073681
6342	0.4147991956
6343	0.4147936748
6344	0.4147813725
6345	0.4147757648
6346	0.4147682443
6347	0.4147624627
6348	0.4147502039
6349	0.4147450309
6350	0.414735989
6351	0.4147293814
6352	0.4147194266
6353	0.4147096891
6354	0.4147052986
6355	0.4146929528
6356	0.4146861714
6357	0.4146803463
6358	0.4146716521
6359	0.4146645664
6360	0.4146570459
6361	0.4146501341
6362	0.4146444829
6363	0.4146364842
6364	0.4146237907
6365	0.4146151835
6366	0.4146090541
6367	0.4145997079
6368	0.4145921005
6369	0.414586145
6370	0.4145804938
6371	0.41457193
6372	0.4145652355
6373	0.4145614536
6374	0.4145526724
6375	0.414539979
6376	0.4145350668
6377	0.4145270246
6378	0.4145186348
6379	0.4145112447
6380	0.4145053762
6381	0.4144977253
6382	0.4144858578
6383	0.4144797718
6384	0.414462427
6385	0.4144561672
6386	0.4144521244
6387	0.4144453864
6388	0.4144354751
6389	0.4144232163
6390	0.4144176085
6391	0.4144098273
6392	0.4144040456
6393	0.4143975685
6394	0.4143898307
6395	0.4143838317
6396	0.4143744855
6397	0.4143628353
6398	0.4143486638
6399	0.4143441863
6400	0.4143331447
6401	0.4143272327
6402	0.4143188863
6403	0.4143141479
6404	0.4143058015
6405	0.4142990636
6406	0.4142953251
6407	0.4142817622
6408	0.4142787627
6409	0.4142719812
6410	0.4142634609
6411	0.414255984
6412	0.414244812
6413	0.4142326836
6414	0.4142197727
6415	0.4142099918
6416	0.4142042971
6417	0.4141950813
6418	0.4141832138
6419	0.4141759107
6420	0.4141722591
6421	0.414158957
6422	0.4141540014
6423	0.4141468287
6424	0.4141333092
6425	0.4141150515
6426	0.4141078353
6427	0.4141029666
6428	0.4140925771
6429	0.4140875344
6430	0.4140782317
6431	0.4140719719
6432	0.4140611042
6433	0.4140551052
6434	0.4140495409
6435	0.4140451504
6436	0.4140399773
6437	0.4140345
6438	0.4140256754
6439	0.4140119821
6440	0.414005418
6441	0.4140010709
6442	0.4139887252
6443	0.4139807266
6444	0.4139744668
6445	0.4139684678
6446	0.4139629035
6447	0.4139537312
6448	0.4139434721
6449	0.4139290398
6450	0.4139245623
6451	0.4139179982
6452	0.4139146944
6453	0.4139056959
6454	0.4138893944
6455	0.4138813523
6456	0.4138738753
6457	0.413861573
6458	0.4138499663
6459	0.413837751
6460	0.4138281005
6461	0.413819189
6462	0.4138171024
6463	0.4138140159
6464	0.4138107991
6465	0.4138040611
6466	0.413799714
6467	0.413790107
6468	0.4137852817
6469	0.4137748487
6470	0.4137682411
6471	0.4137628073
6472	0.4137545043
6473	0.4137485923
6474	0.4137413761
6475	0.4137265526
6476	0.4137207275
6477	0.4137175541
6478	0.413713294
6479	0.413704252
6480	0.4136971663
6481	0.4136871245
6482	0.4136842555
6483	0.413677561
6484	0.4136735182
6485	0.4136666932
6486	0.4136559994
6487	0.4136462619
6488	0.4136376112
6489	0.4136314819
6490	0.4136263523
6491	0.4136209184
6492	0.4136137892
6493	0.4136092248
6494	0.4136056602
6495	0.4135996612
6496	0.4135912713
6497	0.4135842725
6498	0.413579056
6499	0.4135728832
6500	0.4135660582
6501	0.4135613199
6502	0.4135531909
6503	0.4135477136
6504	0.4135412799
6505	0.4135348027
6506	0.4135226309
6507	0.4135163276
6508	0.4135122848
6509	0.4135074596
6510	0.4135007216
6511	0.4134979829
6512	0.4134897234
6513	0.4134815075
6514	0.413469553
6515	0.4134661188
6516	0.4134542947
6517	0.4134490347
6518	0.4134345155
6519	0.4134298206
6520	0.4134218655
6521	0.4134153448
6522	0.4134067376
6523	0.4134031295
6524	0.4133921749
6525	0.413388306
6526	0.4133858281
6527	0.4133840024
6528	0.4133745692
6529	0.4133676139
6530	0.4133626582
6531	0.4133528772
6532	0.4133468348
6533	0.413333185
6534	0.413327838
6535	0.4133233171
6536	0.4133137535
6537	0.4133046246
6538	0.4133005384
6539	0.4132926701
6540	0.4132800636
6541	0.4132695002
6542	0.4132621101
6543	0.4132564154
6544	0.4132516337
6545	0.413242896
6546	0.4132364189
6547	0.4132292896
6548	0.4132223343
6549	0.4132151616
6550	0.413207076
6551	0.4131902963
6552	0.4131855145
6553	0.4131770377
6554	0.4131736904
6555	0.4131677784
6556	0.4131596059
6557	0.4131508682
6558	0.4131447389
6559	0.4131350449
6560	0.4131282634
6561	0.4131232643
6562	0.4131165698
6563	0.4131040936
6564	0.4130896613
6565	0.4130769243
6566	0.4130663609
6567	0.4130553628
6568	0.4130506245
6569	0.413042452
6570	0.4130396698
6571	0.4130338447
6572	0.4130296715
6573	0.413024542
6574	0.413011153
6575	0.4129995897
6576	0.4129886785
6577	0.4129838098
6578	0.4129780717
6579	0.4129737246
6580	0.4129666388
6581	0.4129595531
6582	0.4129533802
6583	0.4129426429
6584	0.4129383393
6585	0.4129293408
6586	0.4129226029
6587	0.4129135609
6588	0.4129071272
6589	0.4128995633
6590	0.4128966942
6591	0.4128916516
6592	0.4128803492
6593	0.412873959
6594	0.4128655256
6595	0.4128572227
6596	0.4128484851
6597	0.4128426165
6598	0.4128340093
6599	0.4128202725
6600	0.4128158385
6601	0.412807579
6602	0.4128031885
6603	0.4127962766
6604	0.4127880606
6605	0.4127831484
6606	0.4127805402
6607	0.4127739761
6608	0.4127691508
6609	0.4127608913
6610	0.4127510235
6611	0.4127395906
6612	0.4127341133
6613	0.4127324179
6614	0.4127206808
6615	0.4127142906
6616	0.4127079873
6617	0.4127028578
6618	0.412696511
6619	0.4126830351
6620	0.4126737758
6621	0.4126650816
6622	0.4126560397
6623	0.4126504754
6624	0.4126420855
6625	0.4126334348
6626	0.4126204371
6627	0.4126117429
6628	0.4126052657
6629	0.4125987016
6630	0.4125917898
6631	0.4125843128
6632	0.4125770966
6633	0.412574271
6634	0.4125609689
6635	0.4125523617
6636	0.4125436241
6637	0.4125318
6638	0.4125279311
6639	0.4125257141
6640	0.4125217148
6641	0.4125094125
6642	0.4125033701
6643	0.4124887639
6644	0.4124808522
6645	0.4124763312
6646	0.4124722015
6647	0.4124645941
6648	0.4124541176
6649	0.4124456843
6650	0.4124404678
6651	0.4124361207
6652	0.4124292523
6653	0.4124241227
6654	0.4124163415
6655	0.4124079081
6656	0.4123974316
6657	0.4123893461
6658	0.4123839991
6659	0.4123728271
6660	0.4123609161
6661	0.4123563952
6662	0.4123500919
6663	0.4123385721
6664	0.4123322688
6665	0.4123274001
6666	0.4123135764
6667	0.4123083164
6668	0.4122990571
6669	0.4122895805
6670	0.412281321
6671	0.4122732354
6672	0.4122621939
6673	0.412253804
6674	0.4122490657
6675	0.4122373285
6676	0.4122288517
6677	0.4122235048
6678	0.4122190273
6679	0.412216506
6680	0.4122107244
6681	0.4121987699
6682	0.4121955096
6683	0.4121908147
6684	0.4121808164
6685	0.4121753391
6686	0.4121708616
6687	0.4121600374
6688	0.4121540384
6689	0.4121506042
