iter	MultiClass
867	0.4777614917
868	0.4777233243
869	0.477699111
870	0.4776677685
871	0.4776360348
872	0.477601519
873	0.4775726109
874	0.4775341826
875	0.4775013187
876	0.4774663681
877	0.477431461
878	0.4774050308
879	0.4773741665
880	0.4773479101
881	0.4773193063
882	0.477285399
883	0.4772488835
884	0.4772172367
885	0.4771852857
886	0.4771621592
887	0.4771372504
888	0.4771078641
889	0.4770703488
890	0.4770353547
891	0.4770076204
892	0.4769880585
893	0.4769569768
894	0.4769261995
895	0.4768968566
896	0.4768713827
897	0.4768445178
898	0.4768227823
899	0.4768033943
900	0.4767836151
901	0.4767540984
902	0.476721104
903	0.4766930653
904	0.4766528114
905	0.4766257725
906	0.4765895613
907	0.4765469599
908	0.4765282239
909	0.4765021414
910	0.4764614092
911	0.4764336314
912	0.4764138087
913	0.4763689902
914	0.476330649
915	0.4762956549
916	0.4762553575
917	0.4762233194
918	0.4761893687
919	0.476161417
920	0.4761211195
921	0.4760958629
922	0.4760691284
923	0.4760470452
924	0.4760079214
925	0.4759848384
926	0.475955626
927	0.4759255442
928	0.4758942887
929	0.4758651632
930	0.4758342989
931	0.4758110855
932	0.4757823947
933	0.4757632241
934	0.4757435752
935	0.4757125805
936	0.4756798035
937	0.4756390279
938	0.4756110327
939	0.4755814725
940	0.4755342632
941	0.4755090501
942	0.4754759688
943	0.4754410617
944	0.4754076761
945	0.4753829412
946	0.4753400354
947	0.4753222993
948	0.4753013899
949	0.4752630486
950	0.47523714
951	0.4752024068
952	0.4751756722
953	0.4751564146
954	0.4751249852
955	0.475103641
956	0.4750644738
957	0.4750403909
958	0.4750101787
959	0.4749795752
960	0.4749500585
961	0.4749258453
962	0.4749051531
963	0.47486729
964	0.4748333828
965	0.4748006058
966	0.4747694807
967	0.4747479191
968	0.4747111863
969	0.4746877555
970	0.4746561522
971	0.4746330257
972	0.4746037263
973	0.4745795131
974	0.4745501268
975	0.4745291738
976	0.4745053518
977	0.4744657064
978	0.4744265392
979	0.4744025868
980	0.4743776345
981	0.4743540298
982	0.4743285124
983	0.4743080377
984	0.474276956
985	0.4742594808
986	0.4742290512
987	0.4741971436
988	0.4741721044
989	0.4741404576
990	0.4741014642
991	0.4740825979
992	0.4740543853
993	0.4740083062
994	0.4739899181
995	0.4739635313
996	0.4739334929
997	0.4738994118
998	0.4738699385
999	0.4738455079
1000	0.4738178605
1001	0.4737916041
1002	0.4737523065
1003	0.4737272672
1004	0.4736746241
1005	0.4736435859
1006	0.4736178077
1007	0.4735941595
1008	0.4735733805
1009	0.473544342
1010	0.4735176509
1011	0.473487569
1012	0.4734580089
1013	0.4734291008
1014	0.4734030183
1015	0.4733868906
1016	0.4733621122
1017	0.4733391596
1018	0.4733007748
1019	0.473275953
1020	0.4732433933
1021	0.473220093
1022	0.4731729706
1023	0.4731546693
1024	0.4731263698
1025	0.4731045909
1026	0.4730833337
1027	0.4730604246
1028	0.4730228657
1029	0.4729985221
1030	0.4729542688
1031	0.4729277515
1032	0.4729015821
1033	0.4728848893
1034	0.4728588068
1035	0.4728288989
1036	0.4727975564
1037	0.472780994
1038	0.4727401314
1039	0.4727181786
1040	0.4726887923
1041	0.4726664918
1042	0.4726405397
1043	0.4726120663
1044	0.4725862012
1045	0.4725722905
1046	0.4725460341
1047	0.4725162566
1048	0.4724890438
1049	0.4724741768
1050	0.4724550931
1051	0.4724287063
1052	0.4724021456
1053	0.4723779324
1054	0.472353893
1055	0.4723220723
1056	0.4722983372
1057	0.4722779494
1058	0.4722638649
1059	0.4722508236
1060	0.4722325224
1061	0.4722087438
1062	0.4721879648
1063	0.472162317
1064	0.4721443201
1065	0.4721294096
1066	0.472108587
1067	0.4720846346
1068	0.4720585521
1069	0.4720220366
1070	0.4719951281
1071	0.4719765226
1072	0.4719483535
1073	0.4719093602
1074	0.4718833211
1075	0.4718531958
1076	0.4718328515
1077	0.471812029
1078	0.4717796432
1079	0.4717349552
1080	0.4717156976
1081	0.4716954836
1082	0.4716713138
1083	0.4716544037
1084	0.4716197574
1085	0.4715925447
1086	0.4715596807
1087	0.4715315986
1088	0.4715097762
1089	0.471486215
1090	0.4714511775
1091	0.4714260514
1092	0.4714055766
1093	0.4713868407
1094	0.4713543679
1095	0.4713268944
1096	0.471303594
1097	0.471274512
1098	0.4712497771
1099	0.4712269549
1100	0.4711966123
1101	0.4711705298
1102	0.4711484031
1103	0.4711219294
1104	0.4711079752
1105	0.4710795018
1106	0.4710533324
1107	0.4710311622
1108	0.4710037321
1109	0.4709882565
1110	0.4709721288
1111	0.4709523496
1112	0.470930223
1113	0.4709105741
1114	0.4708908818
1115	0.4708595828
1116	0.47083024
1117	0.4708133733
1118	0.4707935941
1119	0.4707713805
1120	0.4707511231
1121	0.4707300832
1122	0.4706954804
1123	0.4706753534
1124	0.4706497926
1125	0.4706278398
1126	0.4706030179
1127	0.4705816738
1128	0.470565633
1129	0.470543289
1130	0.4705248574
1131	0.4705012962
1132	0.4704847773
1133	0.470469519
1134	0.4704509569
1135	0.4704328296
1136	0.4704088337
1137	0.4703764479
1138	0.4703596247
1139	0.4703422364
1140	0.470321979
1141	0.4703006348
1142	0.4702758564
1143	0.4702579029
1144	0.470230212
1145	0.4702095199
1146	0.4701888278
1147	0.4701632234
1148	0.4701467915
1149	0.4701293597
1150	0.4701097978
1151	0.4700915835
1152	0.4700681527
1153	0.47004094
1154	0.4700182047
1155	0.4699994253
1156	0.4699755164
1157	0.4699486948
1158	0.469927655
1159	0.4698995728
1160	0.4698876183
1161	0.4698652308
1162	0.4698428433
1163	0.4698227163
1164	0.4698026328
1165	0.4697757244
1166	0.4697540324
1167	0.4697398175
1168	0.4697236028
1169	0.4696998243
1170	0.4696770456
1171	0.4696537887
1172	0.4696290972
1173	0.4696073183
1174	0.469576541
1175	0.4695532841
1176	0.4695364609
1177	0.4695084222
1178	0.4694865998
1179	0.4694515188
1180	0.4694306963
1181	0.4694156119
1182	0.4693961805
1183	0.4693744016
1184	0.4693559265
1185	0.4693360168
1186	0.4693118905
1187	0.469282765
1188	0.4692583344
1189	0.4692361643
1190	0.469209734
1191	0.4691968232
1192	0.4691719579
1193	0.4691387027
1194	0.4691241399
1195	0.4691110552
1196	0.4690969707
1197	0.4690780174
1198	0.4690563689
1199	0.4690371113
1200	0.4690062905
1201	0.4689882936
1202	0.4689631674
1203	0.4689473875
1204	0.4689230004
1205	0.4689088723
1206	0.4688849634
1207	0.4688577506
1208	0.4688313204
1209	0.4688083678
1210	0.4687769818
1211	0.4687566375
1212	0.4687288596
1213	0.4687053853
1214	0.4686736081
1215	0.4686506555
1216	0.4686287462
1217	0.4686102711
1218	0.4685845799
1219	0.4685583235
1220	0.468541935
1221	0.4685211559
1222	0.4685012463
1223	0.4684863358
1224	0.468469556
1225	0.4684498203
1226	0.4684270415
1227	0.4684139133
1228	0.4683916997
1229	0.4683630959
1230	0.4683376655
1231	0.4683220595
1232	0.4683105832
1233	0.468293673
1234	0.4682799797
1235	0.4682627652
1236	0.4682395518
1237	0.4682149473
1238	0.4681911253
1239	0.4681629127
1240	0.4681425249
1241	0.4681210068
1242	0.4680876212
1243	0.4680718848
1244	0.4680465847
1245	0.4680149814
1246	0.4679990711
1247	0.4679734668
1248	0.4679547743
1249	0.4679399942
1250	0.4679190848
1251	0.4678884378
1252	0.4678627466
1253	0.4678389245
1254	0.467809886
1255	0.467789759
1256	0.4677651545
1257	0.4677411586
1258	0.4677141632
1259	0.4676856898
1260	0.4676639109
1261	0.4676481745
1262	0.4676185274
1263	0.4675968354
1264	0.4675797079
1265	0.4675569292
1266	0.4675312814
1267	0.4675025906
1268	0.467469292
1269	0.4674487737
1270	0.4674342545
1271	0.4674191701
1272	0.4674056941
1273	0.4673831762
1274	0.4673683527
1275	0.4673445741
1276	0.467318622
1277	0.4672980169
1278	0.467264327
1279	0.4672487644
1280	0.4672319412
1281	0.4672085539
1282	0.4671952083
1283	0.4671738207
1284	0.467142826
1285	0.4671136136
1286	0.4670827927
1287	0.4670671867
1288	0.4670501896
1289	0.4670322796
1290	0.4670156303
1291	0.4669902868
1292	0.4669692469
1293	0.4669463378
1294	0.4669286886
1295	0.4669170384
1296	0.466903519
1297	0.4668763497
1298	0.46685431
1299	0.4668357045
1300	0.466802884
1301	0.4667927988
1302	0.4667788881
1303	0.4667612389
1304	0.466735852
1305	0.466720898
1306	0.4667014231
1307	0.4666808613
1308	0.4666585173
1309	0.4666387381
1310	0.466604657
1311	0.4665813131
1312	0.4665640552
1313	0.4665467538
1314	0.4665318868
1315	0.4665124118
1316	0.4664975883
1317	0.4664841558
1318	0.4664714623
1319	0.4664621595
1320	0.4664459449
1321	0.4664307301
1322	0.4664089512
1323	0.4663824775
1324	0.4663568732
1325	0.4663363549
1326	0.4663075338
1327	0.4662852767
1328	0.4662688882
1329	0.4662468919
1330	0.4662301991
1331	0.4662078986
1332	0.4661946835
1333	0.4661781211
1334	0.4661550815
1335	0.4661317812
1336	0.466113393
1337	0.4660979608
1338	0.4660822679
1339	0.4660689658
1340	0.466056794
1341	0.4660408402
1342	0.4660161487
1343	0.4659891533
1344	0.4659678526
1345	0.4659479864
1346	0.4659279029
1347	0.4659072977
1348	0.4658839104
1349	0.4658707388
1350	0.4658566542
1351	0.4658340494
1352	0.465817487
1353	0.4658037502
1354	0.4657858837
1355	0.4657606706
1356	0.4657457166
1357	0.465734762
1358	0.4657140264
1359	0.4656958121
1360	0.4656785542
1361	0.4656586445
1362	0.4656436036
1363	0.4656313014
1364	0.4656132175
1365	0.4655997415
1366	0.4655832661
1367	0.4655665298
1368	0.4655435337
1369	0.4655101481
1370	0.4654949768
1371	0.4654811096
1372	0.4654531144
1373	0.4654395515
1374	0.4654279448
1375	0.4654115128
1376	0.4653871257
1377	0.4653677811
1378	0.4653484366
1379	0.4653283966
1380	0.4653100519
1381	0.4652959673
1382	0.4652778834
1383	0.4652632338
1384	0.4652284571
1385	0.4652018964
1386	0.4651921589
1387	0.4651669893
1388	0.4651483403
1389	0.4651329082
1390	0.4651171717
1391	0.465104826
1392	0.4650733097
1393	0.4650494442
1394	0.4650298388
1395	0.4650077991
1396	0.464983325
1397	0.4649595899
1398	0.4649417234
1399	0.4649219442
1400	0.4649055122
1401	0.46488269
1402	0.4648652582
1403	0.464842523
1404	0.4648236132
1405	0.4647977045
1406	0.4647699267
1407	0.4647519732
1408	0.4647364106
1409	0.4647213697
1410	0.4647094153
1411	0.4646868104
1412	0.4646756819
1413	0.464653164
1414	0.4646342542
1415	0.4646118232
1416	0.4645973909
1417	0.4645840453
1418	0.4645662658
1419	0.4645505728
1420	0.46453388
1421	0.4645133618
1422	0.4644965385
1423	0.4644806717
1424	0.4644593275
1425	0.4644367661
1426	0.4644174651
1427	0.4643965991
1428	0.4643748637
1429	0.4643506504
1430	0.4643148739
1431	0.4642944861
1432	0.4642832271
1433	0.4642550146
1434	0.4642420168
1435	0.4642229765
1436	0.4642023279
1437	0.4641830268
1438	0.4641689423
1439	0.464146294
1440	0.4641289926
1441	0.4641061269
1442	0.4640896515
1443	0.4640683073
1444	0.46405231
1445	0.4640348782
1446	0.4640101433
1447	0.4639947981
1448	0.4639853649
1449	0.4639641946
1450	0.4639529792
1451	0.4639375905
1452	0.4639253752
1453	0.4639130295
1454	0.4638949891
1455	0.4638749925
1456	0.4638590387
1457	0.4638425198
1458	0.4638241751
1459	0.4638055261
1460	0.4637836168
1461	0.4637638375
1462	0.4637435366
1463	0.4637216708
1464	0.4637089339
1465	0.4636898502
1466	0.4636733312
1467	0.4636567254
1468	0.4636490745
1469	0.4636272956
1470	0.4636090379
1471	0.4635868243
1472	0.4635761304
1473	0.463553743
1474	0.4635369632
1475	0.4635197488
1476	0.463505925
1477	0.4634943183
1478	0.4634745826
1479	0.4634630193
1480	0.4634422403
1481	0.463424765
1482	0.4634005952
1483	0.4633827721
1484	0.4633619496
1485	0.4633533859
1486	0.4633408228
1487	0.463330868
1488	0.4633174789
1489	0.4633002645
1490	0.4632841368
1491	0.4632662268
1492	0.4632464041
1493	0.4632229299
1494	0.4632054111
1495	0.4631927611
1496	0.4631829802
1497	0.46316607
1498	0.4631488121
1499	0.4631298588
1500	0.4631115141
1501	0.463091474
1502	0.4630704776
1503	0.4630555671
1504	0.4630417434
1505	0.4630243985
1506	0.4630149219
1507	0.4630059669
1508	0.4629768849
1509	0.4629593662
1510	0.4629423256
1511	0.4629302842
1512	0.4629157214
1513	0.4628877262
